<<<<<<< HEAD
DiedBecause,PlayTime,KillSpider,KillSlime,P1SpiderShooted,P1SpiderHit,P1SlimeHit,P1BubbleTimes,P2SpiderShooted,P2SpiderHit,P2SlimeHit,P2BubbleTimes
Distance,3 : 55,19,0,36,14,0,0,46,21,0,0
Distance,9 : 44,28,0,7,5,1,0,12,6,1,0
Distance,4 : 34,6,0,1,0,0,0,4,0,1,0
Distance,1 : 55,3,0,3,1,0,0,2,1,0,1
Distance,0 : 54,0,0,1,2,0,0,1,0,0,0
Distance,0 : 37,0,0,2,1,0,0,1,1,0,0
Distance,2 : 52,3,0,3,2,0,4,5,0,0,1
Distance,1 : 42,4,0,1,0,0,0,2,0,0,0
Distance,1 : 30,2,0,2,1,1,0,4,0,0,0
Distance,1 : 32,2,0,1,1,1,2,0,0,0,0
Distance,3 : 18,11,0,0,0,0,0,0,0,0,0
Distance,4 : 51,5,0,2,0,0,0,0,0,0,3
Distance,0 : 37,0,0,0,0,0,0,0,0,0,0
Distance,0 : 21,0,0,0,0,0,0,0,0,0,0
Distance,0 : 13,0,0,3,0,0,0,0,0,0,0
Distance,0 : 11,0,0,4,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,0 : 24,0,0,0,0,0,0,0,0,0,0
Distance,0 : 21,0,0,0,0,0,0,0,0,0,0
Distance,0 : 20,0,0,0,0,0,0,0,0,0,0
Distance,0 : 29,0,0,0,0,0,0,0,0,0,0
Distance,11 : 20,27,0,7,2,1,1,4,1,0,2
Distance,15 : 32,41,0,9,5,1,1,5,1,1,2
Distance,28 : 47,48,0,28,10,2,2,20,13,1,6
SpiderShoot,30 : 35,54,0,34,11,2,2,26,21,1,6
Distance,2 : 4,0,0,1,0,0,0,0,0,0,0
Distance,0 : 35,0,0,5,4,0,0,2,1,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,0 : 20,0,0,0,0,0,0,1,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,0 : 16,0,0,0,0,0,0,0,0,0,0
Distance,0 : 18,0,0,0,0,0,0,0,0,0,0
Distance,0 : 26,0,0,0,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,0 : 37,0,0,0,0,0,0,0,0,0,0
Distance,3 : 33,15,0,1,2,1,1,4,4,0,3
Distance,6 : 11,38,0,9,4,1,0,8,3,1,0
Distance,0 : 20,0,0,0,0,0,0,0,0,0,0
Distance,0 : 19,0,0,0,0,0,0,0,0,0,0
Distance,0 : 18,0,0,0,0,0,0,0,0,0,0
Distance,0 : 25,0,0,0,0,0,0,0,0,0,0
Distance,0 : 15,0,0,0,0,0,0,0,0,0,0
Distance,7 : 53,21,0,7,4,1,1,10,6,1,2
Distance,0 : 27,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 13,0,0,0,0,0,0,0,0,0,0
Distance,0 : 35,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 0,0,0,0,0,0,0,0,0,0,0
Distance,0 : 17,0,0,0,0,0,0,0,0,0,0
Distance,3 : 37,18,0,15,3,0,0,15,2,0,0
Distance,5 : 41,34,0,21,7,2,0,21,6,2,1
Distance,5 : 41,51,0,25,8,2,1,25,7,2,3
Distance,12 : 56,51,0,25,8,2,1,25,7,2,3
Distance,11 : 4,12,0,17,2,0,2,13,1,1,5
Distance,4 : 6,0,0,0,0,0,0,0,0,0,0
Distance,2 : 23,0,0,0,0,0,0,0,0,0,0
Distance,1 : 26,0,0,2,0,0,0,0,0,0,0
Distance,2 : 18,4,0,0,0,0,0,7,3,0,0
Distance,2 : 18,26,0,0,0,0,0,4,1,0,0
Distance,2 : 18,40,0,4,0,0,2,8,2,0,1
Distance,4 : 13,9,0,6,3,1,0,5,6,0,2
Distance,10 : 1,18,0,10,6,1,0,12,12,3,2
Distance,13 : 5,31,0,13,8,2,0,15,14,4,2
Distance,13 : 50,32,0,16,8,2,0,17,17,4,2
Distance,13 : 50,40,0,29,12,2,3,25,21,5,6
Distance,26 : 58,43,0,31,13,3,3,28,21,7,6
Distance,34 : 3,55,0,40,15,3,6,39,28,12,8
Distance,0 : 57,0,0,0,0,0,0,0,0,0,0
